what,kind,bundleId,bundleVersion,description,time
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1340101757802
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.backwardHistory",1340101757803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340102042956
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340102130195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340102131905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340102426153
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340102428293
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340102429924
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340102614282
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1340102629469
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340102832669
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1340102832712
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1340102833943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340102853435
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340102953205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340102959172
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340103410736
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1340103417697
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340103419912
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1340103425278
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1340103425878
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1340103433523
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1340103434092
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340103436030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340103440943
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1340103441711
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340103459995
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1340103466275
