what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339571503320
opened,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.DeviceView",1339571504666
opened,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1339571504757
opened,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.FileExplorerView",1339571504799
activated,perspective,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.Perspective",1339571504826
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.FileExplorerView",1339571506565
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339571523284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339571523316
opened,view,com.questoid.sqlitemanager,1.0.0,"com.questoid.sqlitemanager.view.SqliteManagerView",1339571523624
activated,view,com.questoid.sqlitemanager,1.0.0,"com.questoid.sqlitemanager.view.SqliteManagerView",1339571523632
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339571524452
activated,view,com.questoid.sqlitemanager,1.0.0,"com.questoid.sqlitemanager.view.SqliteManagerView",1339571526551
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339571527277
activated,view,com.questoid.sqlitemanager,1.0.0,"com.questoid.sqlitemanager.view.SqliteManagerView",1339571528135
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339571529028
activated,view,com.questoid.sqlitemanager,1.0.0,"com.questoid.sqlitemanager.view.SqliteManagerView",1339571529920
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339571531330
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.FileExplorerView",1339571534932
activated,view,com.questoid.sqlitemanager,1.0.0,"com.questoid.sqlitemanager.view.SqliteManagerView",1339571536623
activated,view,com.questoid.sqlitemanager,1.0.0,"com.questoid.sqlitemanager.view.SqliteManagerView",1339571536625
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339571540946
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.FileExplorerView",1339571544266
activated,view,com.questoid.sqlitemanager,1.0.0,"com.questoid.sqlitemanager.view.SqliteManagerView",1339571547614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339571560444
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339571564905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339571688173
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339571771114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339572329619
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.FileExplorerView",1339572332509
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.J2EEPerspective",1339572334615
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339572334619
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339572349922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339572354969
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339572357981
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339572359596
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339572359600
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339572359624
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1339572367415
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339572391988
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339572394987
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339572396992
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339572398269
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339572398492
