what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1340342237994
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1340342238056
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1340342238352
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1340342238591
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1340342238609
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1340342238888
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1340342238945
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1340342239009
started,bundle,org.eclipse.mylyn.team.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.team.ui",1340342239044
started,bundle,com.android.ide.eclipse.traceview,18.0.0.v201203301601-306762,"com.android.ide.eclipse.traceview",1340342243300
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340342256887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340342263165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340342369513
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340343699247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340343703352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340343812677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340343813304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340347706381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340347708146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340347843212
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340347843689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340347861469
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340347864879
