what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339592791596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339592797008
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339592802236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339592824626
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339592824654
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339592824810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339592843039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339592850102
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339592850209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339592880966
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339592906637
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339592921842
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339592924250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339592967463
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339592975699
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339592977968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339592978623
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339592982213
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.add.block.comment",1339593018599
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.remove.block.comment",1339593020366
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339593021924
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.add.block.comment",1339593074457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339593076423
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339593078012
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1339593080199
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339593081212
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339593086231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339593093119
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339593093308
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339593093601
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339593094846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339593097952
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339593098084
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339593104308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339593106662
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339593115707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339593139044
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339593139067
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339593254285
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339593272952
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339593274717
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339593274736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339593305979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339593305983
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339593306014
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339593356865
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339593359614
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339593366405
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339593504134
