what,kind,bundleId,bundleVersion,description,time
closed,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1339504612194
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339504613694
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1339504614820
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1339504614841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339504690047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339504702378
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339504705527
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1339504717708
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339504728774
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339504825391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339504861686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339504912381
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1339504913609
error,log,,,"Referenced part does not exist yet: org.eclipse.ui.views.ProblemView.",1339504923906
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1339504924097
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1339504924146
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1339504924174
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1339504924198
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1339504924198
opened,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.DeviceView",1339504926383
opened,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1339504926651
opened,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.ThreadView",1339504926696
activated,perspective,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.Perspective",1339504926715
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.ThreadView",1339504926731
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1339504926742
executed,command,,,"com.android.ide.eclipse.ddms.Perspective",1339504926742
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1339504933613
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1339504933629
activated,view,org.eclipse.mylyn.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1339504933649
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1339504933658
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1339504933692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1339504933716
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1339504933716
activated,perspective,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.Perspective",1339504941428
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.ThreadView",1339504941446
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.DeviceView",1339504943002
opened,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.NetworkStatsView",1339504946525
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.NetworkStatsView",1339504946538
opened,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.FileExplorerView",1339504946758
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.FileExplorerView",1339504946789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339504990355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339504992650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339504996972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339504999210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339504999295
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339504999441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339505007684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339505012666
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339505015157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339505021326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339505021373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339505021529
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339505022146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339505078434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339505086245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339505120320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339505139531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339505149381
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.J2EEPerspective",1339505151731
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1339505151785
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1339505153320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339505183281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339505194219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339505244124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339505248556
