what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340717090509
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340717095596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340717100316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340717104839
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340717107496
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340717109178
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1340717110828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340717112410
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340717144394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340717144397
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340717144405
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340717144496
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1340717153634
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340717161990
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340717169766
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1340717171711
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340717173199
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340717192248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340717192251
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340717192256
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340717192349
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340717385182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340717491106
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340717500448
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340717528120
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340717530070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340717660823
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340717662709
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1340717665269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340717665353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340717741653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340717742967
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340717778075
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340717778080
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340717778087
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1340717778181
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340717811171
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1340717813260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340717813327
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340717814954
