what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1340186331180
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1340186332796
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1340186333220
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1340186333508
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1340186333708
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1340186334004
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1340186334244
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1340186334508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340186359014
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340186366210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340186370350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340186375915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340186405764
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1340186421232
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340186421237
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340186421252
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1340186421260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340186430898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340186497423
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340186497437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340186567368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340186629671
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.BreakpointView",1340186629681
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340186635009
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1340186641320
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1340186647386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340186654467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340186680835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340186681570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340186688067
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.J2EEPerspective",1340186691666
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340186691679
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340186692937
