what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340177824722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340177860640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1340177899204
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340177901678
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1340177904053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340177904748
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1340177928751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340182785655
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340182785667
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1340182787263
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340182788426
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1340182791636
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340182791700
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340182817628
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1340182826345
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1340182834282
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1340182838673
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1340182839169
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1340182839465
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1340182839769
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1340182840097
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.indent",1340182840505
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340182842596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340182849405
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1340182857945
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340182977739
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340182977757
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1340182977922
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340183039618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340183190394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340183207361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340183208458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340183212538
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340183445978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340183473141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340183542981
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1340183545736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340183584357
